2021-05-26,Massachusetts,Middlesex,Cambridge,EA8BBED7-4106-94AF-48DD-A1414E386AFB,Harvard University,810,492,
2021-05-26,Massachusetts,Middlesex,Cambridge,DEA4606B-4A21-D497-40E9-A5FB7589B536,Massachusetts Institute of Technology,1046,629,
2021-05-26,California,Santa Clara,Stanford,8C8A804F-7A43-5840-4296-8A0117325921,Stanford University,487,245,
2021-05-26,New Jersey,Mercer,Princeton,8C8A804F-7A43-5840-4296-8A01173212112,Princeton University,300,139,
2021-05-26,New York,New York City,New York City,8C8A804F-7A43-5840-4296-8A01173212254,New York University,2389,1599,
